,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57,dim58,dim59,dim60,dim61,dim62,dim63,dim64,cluster
11,0.53734577,0.9760709999999999,1.002738,0.8678725,0.5975986,0.12123409,0.0,0.0,0.0,0.21784402,0.0,0.7730077,1.0788265,0.24331655,0.39540568,0.06513283,0.0,0.0,0.0,0.28665966,0.23486239999999997,0.0,0.41580835,0.0,0.0,0.57932484,0.36225359999999995,0.0,0.0,0.36919326,0.0,0.03879217,0.0,0.09375952,0.43330193,0.42718506,0.0,0.0,0.0,0.9865958,0.17332679,0.15534157,0.0,0.27839133,0.8565358000000001,0.0,0.7032621,0.0,0.0,0.0,0.0,0.32617533,0.09559777400000001,0.0,0.3677356,0.0,0.0,0.51550186,0.028711297,0.0,0.5313706,0.0,0.0,0.124511555,-1
12,0.035141505,0.004527535300000001,0.32322225,0.09562135,0.011340260500000001,0.0,0.22516122,0.5861962,0.0,0.0,0.0,0.17148238,0.0,0.904632,0.0,0.0,0.7431599,0.92778283,0.0,1.6885544999999997,0.0,0.5875045999999999,0.0,0.0,1.2736313,0.0,1.2353969999999999,0.0,0.0,0.6591255,0.0,0.6900449000000001,0.0,0.0,0.0,0.0,0.0,0.1877414,0.8332719000000001,0.34904394,1.2850841999999998,1.3994211,0.0,1.3951308999999998,0.0,0.0,0.059445877,0.0,0.0,0.0,0.3160854,0.19631891,0.0,0.8905943000000001,0.12253633,0.0,0.0,0.0,0.7830003000000001,0.0,0.14943418,0.0,0.0,0.058162276,9
13,0.14094797,0.7347974,0.47088640000000004,0.64352965,0.63215214,0.5080625,0.14497094,0.0,0.026835200000000003,0.0,0.0,0.13950351,0.9096886000000001,0.38817912,0.75724185,0.0,0.0,0.0,0.0,0.58993363,0.0,0.39154136,0.8106951,0.28584109999999996,0.030105859,0.21984397,0.49029613,0.0,0.0,0.053268395,0.0,0.08204714,0.0,0.0,0.0,0.059560545,0.0,0.03406996,0.27049702,1.0431039,0.0,0.42544425,0.0,0.02498144,0.2873642,0.0,0.62000614,0.0,0.0,0.0,0.6779904999999999,0.20793349,0.0,0.0,0.69123465,0.0,0.0,0.6548716,0.079037495,0.0,0.47996628,0.0,0.0,0.6122025999999999,4
14,0.0062382594,0.081542686,0.7993985,0.27401513,0.37666255,0.0,0.19048166,0.28338352,0.0,0.0,0.0,0.3357652,0.23743308,1.1072122,0.5231697,0.0,0.4707304,0.55679256,0.0,1.4722917,0.0,0.20504972,0.32327598,0.0,0.78919816,0.0,1.0263871999999998,0.0,0.0,0.8626333,0.0,0.3327405,0.0,0.0,0.0,0.14238551,0.0,0.31813875,0.9311444999999999,0.50997436,0.97853786,1.123298,0.0,0.976242,0.0,0.0,0.023130912000000003,0.0,0.0,0.0,0.0,0.5921056,0.0,0.49747473,0.060680512,0.0,0.0,0.0,0.51838607,0.0,0.14922035,0.0,0.0,0.15443727,9
15,0.0,0.49208122,0.50856704,0.25392425,0.36072084,1.048178,0.28139263,0.0,0.41339967,0.0,0.0,0.27373227,0.44711196,0.45212454,0.70161945,0.0,0.32825097,0.42565328,0.0,0.0,0.0,0.98065317,0.6106495,0.12591988,0.44784987,0.28670233,0.42087734,0.0,0.0,0.0,0.0,0.52423465,0.0,0.0,0.0,0.3641775,0.0,0.20612693,0.38495994,0.8312575999999999,0.0,0.42610103,0.0,0.0,0.0,0.0,0.2910663,0.0,0.0,0.10178092,0.7358642,0.42037332,0.0,0.0,1.0522763000000002,0.0,0.000708228,0.8043164,0.0,0.0,0.31303737,0.0,0.0,0.52022594,11
16,0.36675364,0.6143554,0.8739620000000001,0.592541,0.6794284,0.19122952,0.0,0.0,0.0,0.2581817,0.0,1.0808133999999998,0.9096871999999999,0.33073854,0.0,0.30047366,0.0,0.0,0.0,0.07826267,0.44587672,0.26798534,0.5369154,0.0,0.029459834,0.5958628,0.48108816,0.0,0.0,0.5418655,0.0,0.0,0.0,0.21682401,0.49214053,0.6931685000000001,0.0,0.0,0.08823083,0.69124436,0.0,0.13123798,0.0,0.21386865,0.63479125,0.0,0.76575977,0.0,0.0,0.0,0.0,0.52391464,0.0,0.0,0.41752505,0.0,0.0,0.5038821,0.0,0.0,0.45457345,0.0,0.0,0.0,0
17,0.12606983,0.9837068999999999,0.67250746,0.80363965,0.8329528,0.52306074,0.0,0.0,0.025140695,0.0,0.0,0.27818272,1.1541569,0.4837486,0.53134567,0.0,0.0,0.0,0.0,0.30308837,0.0009925067,0.22339767,0.7486774,0.42903754,0.0,0.34819055,0.33385628,0.0,0.0,0.08275751,0.0,0.0,0.0,0.0,0.0,0.13895424,0.0,0.0,0.0,1.1322459999999999,0.0,0.28948152,0.0,0.10168393,0.502686,0.0,0.882008,0.0,0.0,0.036506534,0.33767909999999995,0.25597727,0.0,0.0,0.62703395,0.0,0.0,0.63436514,0.0,0.0,0.4978732,0.0,0.0,0.38868764,10
18,0.36675364,0.6143554,0.8739620000000001,0.592541,0.6794284,0.19122952,0.0,0.0,0.0,0.2581817,0.0,1.0808133999999998,0.9096871999999999,0.33073854,0.0,0.30047366,0.0,0.0,0.0,0.07826267,0.44587672,0.26798534,0.5369154,0.0,0.029459834,0.5958628,0.48108816,0.0,0.0,0.5418655,0.0,0.0,0.0,0.21682401,0.49214053,0.6931685000000001,0.0,0.0,0.08823083,0.69124436,0.0,0.13123798,0.0,0.21386865,0.63479125,0.0,0.76575977,0.0,0.0,0.0,0.0,0.52391464,0.0,0.0,0.41752505,0.0,0.0,0.5038821,0.0,0.0,0.45457345,0.0,0.0,0.0,0
19,0.47204435,0.8133225000000001,1.0325193000000001,0.75476915,0.75112724,0.0,0.0,0.0,0.0,0.18624656,0.0,0.7657111,1.1323493,0.46786737,0.2886989,0.12839612,0.0,0.0,0.0,0.33667290000000005,0.18077233,0.09350872,0.531934,0.0,0.07378714,0.48688809999999993,0.56836015,0.0,0.0,0.4316382,0.0,0.07155273,0.0,0.0,0.27005664,0.5028554000000001,0.0,0.0,0.111292616,0.90117127,0.12537117,0.35345740000000003,0.0,0.41300184,0.6993012,0.0,0.7988764,0.0,0.0,0.0,0.0,0.4214893,0.0,0.0,0.33042353,0.0,0.0,0.6320704,0.0,0.0,0.5133412,0.0,0.0,0.13425471,3
20,0.31553203,0.073779725,0.44644693,0.29401892,0.5671189999999999,0.0,0.0,0.0,0.0,0.13156852,0.0,1.5381136999999998,0.3695535,0.18333836,0.0,0.9657173000000001,0.0,0.0,0.0,0.0,1.5236979,0.16416974,0.0,0.0,0.018681258,0.41282678,0.0532677,0.0,0.0,0.26891735,0.0,0.087036684,0.0,0.69700474,1.2930278999999998,1.4209307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03431873,0.0,0.0,0.44489124,0.0,0.0,0.16823685,0.0,0.9550141,0.29786092,0.0,0.15352502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
21,0.14912896,0.012612011000000001,0.45690230000000004,0.0,0.042491402000000005,0.0,0.066997856,0.6179775,0.0,0.0,0.0,0.16132641,0.0,0.86481375,0.0,0.0,0.7890929,0.93344754,0.0,1.6724781000000002,0.0,0.65279675,0.0,0.0,1.253112,0.025659177000000002,1.1014618,0.0,0.0,0.82060087,0.0,0.7500625,0.0,0.0,0.0,0.09220548,0.0,0.4081917,0.81169856,0.37818322,1.418276,1.394527,0.0,1.4565506000000001,0.0,0.0,0.20607983,0.0,0.0,0.0,0.39272264,0.2677248,0.0,1.0416956,0.18111381,0.0,0.0,0.06109427,0.8021385,0.0,0.035339683,0.0,0.0,0.014462478,9
22,0.0,0.30414632,0.45693606,0.1976778,0.3775647,0.924528,0.58183235,0.0,0.7866776,0.0,0.0,0.09670059,0.32561806,0.7465841999999999,0.60373133,0.0,0.36927456,0.7343314000000001,0.0,0.0,0.0,1.184018,0.32524002,0.0,0.33209628,0.31582212,0.14011626,0.0,0.0,0.0,0.0,0.7252541,0.0,0.0,0.0,0.10914147,0.0,0.66235083,0.70032364,0.6093819,0.0,0.010811663999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23835492,0.62500745,0.40391383,0.0,0.0,1.0432969,0.0,0.30905202,0.7604791,0.0,0.0,0.35108456,0.0,0.0,0.35424179999999994,2
23,0.0,0.49208122,0.50856704,0.25392425,0.36072084,1.048178,0.28139263,0.0,0.41339967,0.0,0.0,0.27373227,0.44711196,0.45212454,0.70161945,0.0,0.32825097,0.42565328,0.0,0.0,0.0,0.98065317,0.6106495,0.12591988,0.44784987,0.28670233,0.42087734,0.0,0.0,0.0,0.0,0.52423465,0.0,0.0,0.0,0.3641775,0.0,0.20612693,0.38495994,0.8312575999999999,0.0,0.42610103,0.0,0.0,0.0,0.0,0.2910663,0.0,0.0,0.10178092,0.7358642,0.42037332,0.0,0.0,1.0522763000000002,0.0,0.000708228,0.8043164,0.0,0.0,0.31303737,0.0,0.0,0.52022594,11
24,0.3205945,0.92504185,0.93475765,0.89337045,0.93613803,0.08865708,0.0,0.0,0.08346297,0.09992948,0.0,0.39267954,1.1290185,0.4360454000000001,0.39030305,0.0039697066,0.0,0.0,0.0,0.3835122,0.0,0.004237219699999999,0.68594927,0.29263532,0.0,0.42701006,0.41980493,0.0,0.0,0.18070363,0.0,0.0,0.0,0.0,0.0,0.11457887,0.0,0.0,0.005645454,1.0653704,0.06341849,0.42850477,0.0,0.30361733,0.5674259,0.0,0.9082853000000001,0.0,0.0,0.0,0.07076608,0.24402201,0.0,0.0,0.54421854,0.0,0.0,0.63520086,0.0,0.0,0.55691683,0.0,0.0,0.3192403,10
25,0.14094797,0.7347974,0.47088640000000004,0.64352965,0.63215214,0.5080625,0.14497094,0.0,0.026835200000000003,0.0,0.0,0.13950351,0.9096886000000001,0.38817912,0.75724185,0.0,0.0,0.0,0.0,0.58993363,0.0,0.39154136,0.8106951,0.28584109999999996,0.030105859,0.21984397,0.49029613,0.0,0.0,0.053268395,0.0,0.08204714,0.0,0.0,0.0,0.059560545,0.0,0.03406996,0.27049702,1.0431039,0.0,0.42544425,0.0,0.02498144,0.2873642,0.0,0.62000614,0.0,0.0,0.0,0.6779904999999999,0.20793349,0.0,0.0,0.69123465,0.0,0.0,0.6548716,0.079037495,0.0,0.47996628,0.0,0.0,0.6122025999999999,4
26,0.035141505,0.004527535300000001,0.32322225,0.09562135,0.011340260500000001,0.0,0.22516122,0.5861962,0.0,0.0,0.0,0.17148238,0.0,0.904632,0.0,0.0,0.7431599,0.92778283,0.0,1.6885544999999997,0.0,0.5875045999999999,0.0,0.0,1.2736313,0.0,1.2353969999999999,0.0,0.0,0.6591255,0.0,0.6900449000000001,0.0,0.0,0.0,0.0,0.0,0.1877414,0.8332719000000001,0.34904394,1.2850841999999998,1.3994211,0.0,1.3951308999999998,0.0,0.0,0.059445877,0.0,0.0,0.0,0.3160854,0.19631891,0.0,0.8905943000000001,0.12253633,0.0,0.0,0.0,0.7830003000000001,0.0,0.14943418,0.0,0.0,0.058162276,9
27,0.0,0.30414632,0.45693606,0.1976778,0.3775647,0.924528,0.58183235,0.0,0.7866776,0.0,0.0,0.09670059,0.32561806,0.7465841999999999,0.60373133,0.0,0.36927456,0.7343314000000001,0.0,0.0,0.0,1.184018,0.32524002,0.0,0.33209628,0.31582212,0.14011626,0.0,0.0,0.0,0.0,0.7252541,0.0,0.0,0.0,0.10914147,0.0,0.66235083,0.70032364,0.6093819,0.0,0.010811663999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23835492,0.62500745,0.40391383,0.0,0.0,1.0432969,0.0,0.30905202,0.7604791,0.0,0.0,0.35108456,0.0,0.0,0.35424179999999994,2
28,0.31553265,0.073781334,0.44644663,0.29402003,0.56711745,0.0,0.0,0.0,0.0,0.13156885,0.0,1.5381136999999998,0.36955297,0.18333612,0.0,0.9657167,0.0,0.0,0.0,0.0,1.5236983,0.16416816,0.0,0.0,0.018678099,0.41282767,0.053265642,0.0,0.0,0.26891673,0.0,0.08703636,0.0,0.69700605,1.2930295,1.42093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03431739,0.0,0.0,0.4448903,0.0,0.0,0.16823593,0.0,0.95501316,0.29786205,0.0,0.15352541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
29,0.0,0.0,0.5523953,0.0,0.07210274,0.83585113,0.55828553,0.0,0.7478359,0.0,0.0,0.13548121,0.0,1.1324128999999998,0.5222,0.0,0.8260400999999999,1.1373825,0.0,0.0,0.0,1.2135466000000001,0.0,0.0,0.8051733,0.0,0.54531854,0.0,0.0,0.0,0.0,0.9384918,0.0,0.0,0.0,0.16450833,0.0,1.0214742,1.0080042,0.2581067,0.28561226,0.39377677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32568657,0.52878845,0.0,0.0,0.8146595999999999,0.0,0.19720264,0.49032539999999997,0.0,0.0,0.0,0.0,0.0,0.07643038,8
30,0.3205945,0.92504185,0.93475765,0.89337045,0.93613803,0.08865708,0.0,0.0,0.08346297,0.09992948,0.0,0.39267954,1.1290185,0.4360454000000001,0.39030305,0.0039697066,0.0,0.0,0.0,0.3835122,0.0,0.004237219699999999,0.68594927,0.29263532,0.0,0.42701006,0.41980493,0.0,0.0,0.18070363,0.0,0.0,0.0,0.0,0.0,0.11457887,0.0,0.0,0.005645454,1.0653704,0.06341849,0.42850477,0.0,0.30361733,0.5674259,0.0,0.9082853000000001,0.0,0.0,0.0,0.07076608,0.24402201,0.0,0.0,0.54421854,0.0,0.0,0.63520086,0.0,0.0,0.55691683,0.0,0.0,0.3192403,10
31,0.0,0.30414632,0.45693606,0.1976778,0.3775647,0.924528,0.58183235,0.0,0.7866776,0.0,0.0,0.09670059,0.32561806,0.7465841999999999,0.60373133,0.0,0.36927456,0.7343314000000001,0.0,0.0,0.0,1.184018,0.32524002,0.0,0.33209628,0.31582212,0.14011626,0.0,0.0,0.0,0.0,0.7252541,0.0,0.0,0.0,0.10914147,0.0,0.66235083,0.70032364,0.6093819,0.0,0.010811663999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23835492,0.62500745,0.40391383,0.0,0.0,1.0432969,0.0,0.30905202,0.7604791,0.0,0.0,0.35108456,0.0,0.0,0.35424179999999994,2
32,0.48692250000000004,0.564413,0.8308983,0.5946591,0.5503266,0.0,0.0,0.0,0.0,0.031729013,0.0,0.6270319000000001,0.8878809000000001,0.37229782,0.5145951,0.0,0.0,0.06175121,0.0,0.62351817,0.058346264,0.2616524,0.5939518,0.0,0.20884493,0.35854155,0.72480005,0.0,0.0,0.40214914,0.0,0.2907627,0.0,0.014133632,0.21161535,0.4234617,0.0,0.23723146,0.40242654,0.81202924,0.21310323,0.48942012,0.0,0.33629936,0.48397934,0.0,0.5368746,0.0,0.0,0.0,0.3338719,0.37344554,0.0,0.0,0.39462420000000004,0.0,0.0,0.65257686,0.22269103,0.0,0.49543434,0.0,0.0,0.3577697,6
33,0.48692250000000004,0.564413,0.8308983,0.5946591,0.5503266,0.0,0.0,0.0,0.0,0.031729013,0.0,0.6270319000000001,0.8878809000000001,0.37229782,0.5145951,0.0,0.0,0.06175121,0.0,0.62351817,0.058346264,0.2616524,0.5939518,0.0,0.20884493,0.35854155,0.72480005,0.0,0.0,0.40214914,0.0,0.2907627,0.0,0.014133632,0.21161535,0.4234617,0.0,0.23723146,0.40242654,0.81202924,0.21310323,0.48942012,0.0,0.33629936,0.48397934,0.0,0.5368746,0.0,0.0,0.0,0.3338719,0.37344554,0.0,0.0,0.39462420000000004,0.0,0.0,0.65257686,0.22269103,0.0,0.49543434,0.0,0.0,0.3577697,6
34,0.47204435,0.8133225000000001,1.0325193000000001,0.75476915,0.75112724,0.0,0.0,0.0,0.0,0.18624656,0.0,0.7657111,1.1323493,0.46786737,0.2886989,0.12839612,0.0,0.0,0.0,0.33667290000000005,0.18077233,0.09350872,0.531934,0.0,0.07378714,0.48688809999999993,0.56836015,0.0,0.0,0.4316382,0.0,0.07155273,0.0,0.0,0.27005664,0.5028554000000001,0.0,0.0,0.111292616,0.90117127,0.12537117,0.35345740000000003,0.0,0.41300184,0.6993012,0.0,0.7988764,0.0,0.0,0.0,0.0,0.4214893,0.0,0.0,0.33042353,0.0,0.0,0.6320704,0.0,0.0,0.5133412,0.0,0.0,0.13425471,3
35,0.36676896,0.61439353,0.87395495,0.5925675,0.6793924,0.19127077,0.0,0.0,0.0,0.25818908,0.0,1.0808152,0.9096747,0.33068585,0.0,0.30045885,0.0,0.0,0.0,0.07825099,0.44588935,0.26794840000000003,0.5368881999999999,0.0,0.02938503,0.5958845,0.48103988,0.0,0.0,0.54185086,0.0,0.0,0.0,0.21685477,0.49217879999999997,0.69315076,0.0,0.0,0.08819474,0.6912644,0.0,0.13119152,0.0,0.21383709,0.63482815,0.0,0.76573735,0.0,0.0,0.0,0.0,0.5238923,0.0,0.0,0.41753379999999995,0.0,0.0,0.5038547999999999,0.0,0.0,0.45457765,0.0,0.0,0.0,0
36,0.0,0.2572458,0.29410225,0.0,0.0,0.45328444,0.0,0.23401412,0.0,0.0,0.0,0.0,0.0,0.71543396,0.46933386,0.0,0.7385301,0.8767188,0.0,1.2326521000000001,0.0,0.8597858,0.0,0.0,1.5154082,0.11247516,1.2817313999999997,0.0,0.0,0.108322665,0.0,0.47549567,0.0,0.0,0.0,0.0,0.0,0.20100439,0.98366207,0.0,0.85327345,1.8172810000000001,0.0,1.4927568000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.75008166,0.0,0.0,0.7738246999999999,0.41042313,0.0,0.0,0.08674456,0.15814899,0.0,0.0,0.0,0.0,0.36968246,7
37,0.48673826,0.56454897,0.8307794,0.5948277,0.55055165,0.0,0.0,0.0,0.0,0.03162399,0.0,0.6265781,0.88787687,0.37225914,0.5147187,0.0,0.0,0.061667167,0.0,0.62357515,0.05807554,0.2615438,0.5941392,0.0,0.20867689999999997,0.3584687,0.7246193,0.0,0.0,0.40184385,0.0,0.29060304,0.0,0.0139403045,0.21119693,0.42298934,0.0,0.23705468,0.40229803,0.81222904,0.21302786,0.48951143,0.0,0.33616626,0.48381895,0.0,0.5370077,0.0,0.0,0.0,0.3339658,0.37322962,0.0,0.0,0.39488432,0.0,0.0,0.6525807,0.22259462,0.0,0.49548733,0.0,0.0,0.35799474,6
38,0.47204435,0.8133225000000001,1.0325193000000001,0.75476915,0.75112724,0.0,0.0,0.0,0.0,0.18624656,0.0,0.7657111,1.1323493,0.46786737,0.2886989,0.12839612,0.0,0.0,0.0,0.33667290000000005,0.18077233,0.09350872,0.531934,0.0,0.07378714,0.48688809999999993,0.56836015,0.0,0.0,0.4316382,0.0,0.07155273,0.0,0.0,0.27005664,0.5028554000000001,0.0,0.0,0.111292616,0.90117127,0.12537117,0.35345740000000003,0.0,0.41300184,0.6993012,0.0,0.7988764,0.0,0.0,0.0,0.0,0.4214893,0.0,0.0,0.33042353,0.0,0.0,0.6320704,0.0,0.0,0.5133412,0.0,0.0,0.13425471,3
39,0.3205945,0.92504185,0.93475765,0.89337045,0.93613803,0.08865708,0.0,0.0,0.08346297,0.09992948,0.0,0.39267954,1.1290185,0.4360454000000001,0.39030305,0.0039697066,0.0,0.0,0.0,0.3835122,0.0,0.004237219699999999,0.68594927,0.29263532,0.0,0.42701006,0.41980493,0.0,0.0,0.18070363,0.0,0.0,0.0,0.0,0.0,0.11457887,0.0,0.0,0.005645454,1.0653704,0.06341849,0.42850477,0.0,0.30361733,0.5674259,0.0,0.9082853000000001,0.0,0.0,0.0,0.07076608,0.24402201,0.0,0.0,0.54421854,0.0,0.0,0.63520086,0.0,0.0,0.55691683,0.0,0.0,0.3192403,10
